"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles"
"160","Premier League","2022-10-08","Premier League (Matchweek 10)","Manchester City","4-2-3-1",4,2.4,"João Cancelo · 20&rsquor; Phil Foden · 32&rsquor; Riyad Mahrez · 49&rsquor; Erling Haaland · 65&rsquor;","0","0","Southampton","4-4-2",0,0.2,"","1","0","https://fbref.com/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League","Southampton","Away",990,0,0,0,0,5,0,1,0,537,19,11,18,0.2,0.2,0.1,5,0,334,421,79.3,16,3,14
"161","Premier League","2022-10-08","Premier League (Matchweek 10)","Chelsea","4-2-3-1",3,1.9,"Kai Havertz · 45+3&rsquor; Christian Pulisic · 54&rsquor; Armando Broja · 89&rsquor;","2","0","Wolverhampton Wanderers","4-2-3-1",0,1.1,"","0","0","https://fbref.com/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League","Chelsea","Home",990,3,3,0,0,20,7,2,0,736,26,8,12,1.9,1.9,1.7,36,6,547,634,86.3,40,4,11
"162","Premier League","2022-10-08","Premier League (Matchweek 10)","Chelsea","4-2-3-1",3,1.9,"Kai Havertz · 45+3&rsquor; Christian Pulisic · 54&rsquor; Armando Broja · 89&rsquor;","2","0","Wolverhampton Wanderers","4-2-3-1",0,1.1,"","0","0","https://fbref.com/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League","Wolverhampton Wanderers","Away",990,0,0,0,0,8,2,0,0,568,13,5,11,1.1,1.1,0.7,16,0,392,476,82.4,25,9,22
"163","Premier League","2022-10-08","Premier League (Matchweek 10)","Brighton & Hove Albion","3-4-3",0,0.7,"","1","0","Tottenham Hotspur","3-5-2",1,0.8,"Harry Kane · 22&rsquor;","2","0","https://fbref.com/en/matches/3eeefbc5/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-8-2022-Premier-League","Brighton & Hove Albion","Home",990,0,0,0,0,14,4,1,0,825,17,10,11,0.7,0.7,0.7,26,0,632,734,86.1,38,8,16
"164","Premier League","2022-10-08","Premier League (Matchweek 10)","Brighton & Hove Albion","3-4-3",0,0.7,"","1","0","Tottenham Hotspur","3-5-2",1,0.8,"Harry Kane · 22&rsquor;","2","0","https://fbref.com/en/matches/3eeefbc5/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-8-2022-Premier-League","Tottenham Hotspur","Away",990,1,1,0,0,8,3,2,0,611,15,11,13,0.8,0.8,0.7,15,2,415,515,80.6,30,5,14
"165","Premier League","2022-10-09","Premier League (Matchweek 10)","West Ham United","4-2-3-1",3,2.4,"Jarrod Bowen (P) · 29&rsquor; Gianluca Scamacca · 62&rsquor; Michail Antonio · 90+1&rsquor;","1","0","Fulham","4-2-3-1",1,0.7,"Andreas Pereira · 5&rsquor;","3","0","https://fbref.com/en/matches/42e38f9d/West-Ham-United-Fulham-October-9-2022-Premier-League","West Ham United","Home",990,3,1,1,1,16,7,1,0,613,12,12,9,2.5,2.3,1.2,33,6,421,526,80,28,5,6
"166","Premier League","2022-10-09","Premier League (Matchweek 10)","West Ham United","4-2-3-1",3,2.4,"Jarrod Bowen (P) · 29&rsquor; Gianluca Scamacca · 62&rsquor; Michail Antonio · 90+1&rsquor;","1","0","Fulham","4-2-3-1",1,0.7,"Andreas Pereira · 5&rsquor;","3","0","https://fbref.com/en/matches/42e38f9d/West-Ham-United-Fulham-October-9-2022-Premier-League","Fulham","Away",990,1,1,0,0,8,2,3,0,641,14,5,11,0.7,0.7,0.5,14,2,421,522,80.7,29,1,6
"167","Premier League","2022-10-09","Premier League (Matchweek 10)","Crystal Palace","4-3-3",2,1.1,"Odsonne Édouard · 24&rsquor; Eberechi Eze · 76&rsquor;","3","0","Leeds United","4-2-3-1",1,1,"Pascal Struijk · 10&rsquor;","3","0","https://fbref.com/en/matches/f9563020/Crystal-Palace-Leeds-United-October-9-2022-Premier-League","Crystal Palace","Home",990,2,2,0,0,13,5,3,0,612,18,13,21,1.1,1.1,1,25,4,358,475,75.4,20,7,25
"168","Premier League","2022-10-09","Premier League (Matchweek 10)","Crystal Palace","4-3-3",2,1.1,"Odsonne Édouard · 24&rsquor; Eberechi Eze · 76&rsquor;","3","0","Leeds United","4-2-3-1",1,1,"Pascal Struijk · 10&rsquor;","3","0","https://fbref.com/en/matches/f9563020/Crystal-Palace-Leeds-United-October-9-2022-Premier-League","Leeds United","Away",990,1,0,0,0,10,4,3,0,518,29,10,13,1,1,0.8,15,1,265,404,65.6,23,8,17
"169","Premier League","2022-10-09","Premier League (Matchweek 10)","Arsenal","4-3-3",3,2.7,"Martinelli · 1&rsquor; Bukayo Saka · 45+5&rsquor; Bukayo Saka (P) · 76&rsquor;","1","0","Liverpool","4-2-3-1",2,1.1,"Darwin Núñez · 34&rsquor; Roberto Firmino · 53&rsquor;","2","0","https://fbref.com/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League","Arsenal","Home",990,3,2,1,1,10,6,1,0,542,16,6,11,3,2.4,1.6,19,6,316,417,75.8,27,8,16
"170","Premier League","2022-10-09","Premier League (Matchweek 10)","Arsenal","4-3-3",3,2.7,"Martinelli · 1&rsquor; Bukayo Saka · 45+5&rsquor; Bukayo Saka (P) · 76&rsquor;","1","0","Liverpool","4-2-3-1",2,1.1,"Darwin Núñez · 34&rsquor; Roberto Firmino · 53&rsquor;","2","0","https://fbref.com/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League","Liverpool","Away",990,2,2,0,0,8,3,2,0,638,15,8,7,1.1,1.1,0.9,11,4,427,545,78.3,21,4,10
"171","Premier League","2022-10-09","Premier League (Matchweek 10)","Everton","4-3-3",1,0.6,"Alex Iwobi · 5&rsquor;","2","0","Manchester United","4-2-3-1",2,1.4,"Antony · 15&rsquor; Cristiano Ronaldo · 44&rsquor;","1","0","https://fbref.com/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League","Everton","Home",990,1,0,0,0,11,2,2,0,526,9,15,16,0.6,0.6,0.5,17,0,317,423,74.9,18,8,22
"172","Premier League","2022-10-09","Premier League (Matchweek 10)","Everton","4-3-3",1,0.6,"Alex Iwobi · 5&rsquor;","2","0","Manchester United","4-2-3-1",2,1.4,"Antony · 15&rsquor; Cristiano Ronaldo · 44&rsquor;","1","0","https://fbref.com/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League","Manchester United","Away",990,2,2,0,0,12,4,1,0,742,15,5,13,1.5,1.5,1.4,21,3,533,645,82.6,30,7,13
"173","Premier League","2022-10-10","Premier League (Matchweek 10)","Nottingham Forest","4-3-3",1,0.3,"Emmanuel Dennis · 15&rsquor;","3","0","Aston Villa","4-3-3",1,0.7,"Ashley Young · 22&rsquor;","3","0","https://fbref.com/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League","Nottingham Forest","Home",990,1,1,0,0,6,3,3,0,480,14,7,12,0.3,0.3,0.3,12,2,272,376,72.3,13,5,16
"174","Premier League","2022-10-10","Premier League (Matchweek 10)","Nottingham Forest","4-3-3",1,0.3,"Emmanuel Dennis · 15&rsquor;","3","0","Aston Villa","4-3-3",1,0.7,"Ashley Young · 22&rsquor;","3","0","https://fbref.com/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League","Aston Villa","Away",990,1,0,0,0,12,2,3,0,660,21,9,16,0.7,0.7,0.6,22,2,464,557,83.3,41,5,12
"175","Premier League","2022-10-14","Premier League (Matchweek 11)","Brentford","4-3-3",2,1.5,"Ivan Toney · 27&rsquor; Ivan Toney (P) · 64&rsquor;","3","0","Brighton & Hove Albion","4-4-2",0,1.9,"","1","0","https://fbref.com/en/matches/69409682/Brentford-Brighton-and-Hove-Albion-October-14-2022-Premier-League","Brentford","Home",990,2,1,1,1,6,1,3,0,392,12,12,21,1.5,0.7,0.5,12,4,169,259,65.3,16,9,21
"176","Premier League","2022-10-14","Premier League (Matchweek 11)","Brentford","4-3-3",2,1.5,"Ivan Toney · 27&rsquor; Ivan Toney (P) · 64&rsquor;","3","0","Brighton & Hove Albion","4-4-2",0,1.9,"","1","0","https://fbref.com/en/matches/69409682/Brentford-Brighton-and-Hove-Albion-October-14-2022-Premier-League","Brighton & Hove Albion","Away",990,0,0,0,0,21,7,1,0,768,25,7,7,1.9,1.9,1.9,39,0,552,672,82.1,43,2,9
"177","Premier League","2022-10-15","Premier League (Matchweek 11)","Leicester City","4-1-4-1",0,1,"","2","0","Crystal Palace","4-3-3",0,0.4,"","2","0","https://fbref.com/en/matches/37677e58/Leicester-City-Crystal-Palace-October-15-2022-Premier-League","Leicester City","Home",990,0,0,0,0,14,5,2,0,724,25,11,10,1,1,0.9,27,0,520,627,82.9,38,4,15
"178","Premier League","2022-10-15","Premier League (Matchweek 11)","Leicester City","4-1-4-1",0,1,"","2","0","Crystal Palace","4-3-3",0,0.4,"","2","0","https://fbref.com/en/matches/37677e58/Leicester-City-Crystal-Palace-October-15-2022-Premier-League","Crystal Palace","Away",990,0,0,0,0,8,1,2,0,646,13,7,14,0.4,0.4,0.2,15,0,446,544,82,22,8,19
"179","Premier League","2022-10-15","Premier League (Matchweek 11)","Fulham","4-2-3-1",2,2.1,"Issa Diop · 22&rsquor; Aleksandar Mitrovic (P) · 52&rsquor;","2","0","Bournemouth","4-2-3-1",2,1,"Dominic Solanke · 2&rsquor; Jefferson Lerma · 29&rsquor;","0","0","https://fbref.com/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League","Fulham","Home",990,2,1,1,1,18,3,2,0,731,12,5,6,2.1,1.3,1.1,37,4,530,649,81.7,38,8,15
"180","Premier League","2022-10-15","Premier League (Matchweek 11)","Fulham","4-2-3-1",2,2.1,"Issa Diop · 22&rsquor; Aleksandar Mitrovic (P) · 52&rsquor;","2","0","Bournemouth","4-2-3-1",2,1,"Dominic Solanke · 2&rsquor; Jefferson Lerma · 29&rsquor;","0","0","https://fbref.com/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League","Bournemouth","Away",990,2,2,0,0,10,6,0,0,431,14,5,20,1.1,1.1,0.8,17,4,204,298,68.5,17,3,8
"181","Premier League","2022-10-15","Premier League (Matchweek 11)","Wolverhampton Wanderers","4-2-3-1",1,1.3,"Rúben Neves (P) · 56&rsquor;","2","0","Nottingham Forest","4-3-3",0,1.5,"","2","0","https://fbref.com/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League","Wolverhampton Wanderers","Home",990,1,0,1,1,8,1,2,0,581,17,5,9,1.3,0.5,0.5,16,1,382,481,79.4,34,3,12
"182","Premier League","2022-10-15","Premier League (Matchweek 11)","Wolverhampton Wanderers","4-2-3-1",1,1.3,"Rúben Neves (P) · 56&rsquor;","2","0","Nottingham Forest","4-3-3",0,1.5,"","2","0","https://fbref.com/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League","Nottingham Forest","Away",990,0,0,0,1,9,1,2,0,444,16,7,6,1.5,0.7,0.4,13,0,248,353,70.3,13,7,13
"183","Premier League","2022-10-15","Premier League (Matchweek 11)","Tottenham Hotspur","3-4-3",2,2.2,"Harry Kane (P) · 59&rsquor; Pierre Højbjerg · 86&rsquor;","1","0","Everton","5-3-2",0,0.4,"","4","0","https://fbref.com/en/matches/e42493f9/Tottenham-Hotspur-Everton-October-15-2022-Premier-League","Tottenham Hotspur","Home",990,2,1,1,1,20,6,1,0,712,8,3,2,2.3,1.5,1.3,41,4,548,632,86.7,35,3,11
"184","Premier League","2022-10-15","Premier League (Matchweek 11)","Tottenham Hotspur","3-4-3",2,2.2,"Harry Kane (P) · 59&rsquor; Pierre Højbjerg · 86&rsquor;","1","0","Everton","5-3-2",0,0.4,"","4","0","https://fbref.com/en/matches/e42493f9/Tottenham-Hotspur-Everton-October-15-2022-Premier-League","Everton","Away",990,0,0,0,0,4,0,4,0,495,15,6,20,0.4,0.4,0.2,6,0,316,391,80.8,10,4,11
"185","Premier League","2022-10-16","Premier League (Matchweek 11)","Southampton","4-3-3",1,0.5,"Romain Perraud · 20&rsquor;","1","0","West Ham United","3-4-3",1,1.7,"Declan Rice · 64&rsquor;","1","0","https://fbref.com/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League","Southampton","Home",990,1,0,0,0,10,8,1,0,497,14,13,24,0.5,0.5,0.4,16,1,249,359,69.4,13,7,15
"186","Premier League","2022-10-16","Premier League (Matchweek 11)","Southampton","4-3-3",1,0.5,"Romain Perraud · 20&rsquor;","1","0","West Ham United","3-4-3",1,1.7,"Declan Rice · 64&rsquor;","1","0","https://fbref.com/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League","West Ham United","Away",990,1,1,0,0,25,4,1,0,667,22,7,11,1.7,1.7,1.3,41,2,421,550,76.5,38,4,14
"187","Premier League","2022-10-16","Premier League (Matchweek 11)","Aston Villa","4-3-3",0,1.8,"","0","0","Chelsea","3-4-3",2,0.9,"Mason Mount · 6&rsquor; Mason Mount · 65&rsquor;","3","0","https://fbref.com/en/matches/7113ce7f/Aston-Villa-Chelsea-October-16-2022-Premier-League","Aston Villa","Home",990,0,0,0,0,18,7,0,0,516,24,8,8,1.8,1.8,1.1,30,0,322,417,77.2,29,3,10
"188","Premier League","2022-10-16","Premier League (Matchweek 11)","Aston Villa","4-3-3",0,1.8,"","0","0","Chelsea","3-4-3",2,0.9,"Mason Mount · 6&rsquor; Mason Mount · 65&rsquor;","3","0","https://fbref.com/en/matches/7113ce7f/Aston-Villa-Chelsea-October-16-2022-Premier-League","Chelsea","Away",990,2,0,0,0,8,4,3,0,671,9,8,7,0.9,0.9,0.5,16,4,490,580,84.5,16,5,12
"189","Premier League","2022-10-16","Premier League (Matchweek 11)","Leeds United","4-2-3-1",0,1.8,"","0","0","Arsenal","4-3-3",1,0.5,"Bukayo Saka · 35&rsquor;","2","0","https://fbref.com/en/matches/92885cfc/Leeds-United-Arsenal-October-16-2022-Premier-League","Leeds United","Home",990,0,0,0,1,15,4,0,0,578,25,13,10,1.9,1.1,0.8,23,0,359,478,75.1,26,5,15
"190","Premier League","2022-10-16","Premier League (Matchweek 11)","Leeds United","4-2-3-1",0,1.8,"","0","0","Arsenal","4-3-3",1,0.5,"Bukayo Saka · 35&rsquor;","2","0","https://fbref.com/en/matches/92885cfc/Leeds-United-Arsenal-October-16-2022-Premier-League","Arsenal","Away",990,1,1,0,0,9,4,2,0,661,17,12,16,0.5,0.5,0.5,15,2,437,534,81.8,30,9,24
"191","Premier League","2022-10-16","Premier League (Matchweek 11)","Manchester United","4-2-3-1",0,0.8,"","3","0","Newcastle United","4-3-3",0,0.8,"","1","0","https://fbref.com/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League","Manchester United","Home",990,0,0,0,0,15,2,3,0,646,18,10,11,0.8,0.8,0.7,29,0,440,555,79.3,33,4,11
"192","Premier League","2022-10-16","Premier League (Matchweek 11)","Manchester United","4-2-3-1",0,0.8,"","3","0","Newcastle United","4-3-3",0,0.8,"","1","0","https://fbref.com/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League","Newcastle United","Away",990,0,0,0,0,9,2,1,0,450,13,13,16,0.9,0.9,0.6,16,0,239,331,72.2,18,0,14
"193","Premier League","2022-10-16","Premier League (Matchweek 11)","Liverpool","4-2-3-1",1,2.1,"Mohamed Salah · 76&rsquor;","3","0","Manchester City","3-4-3",0,1,"","1","0","https://fbref.com/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League","Liverpool","Home",990,1,1,0,0,13,2,3,0,564,23,11,13,2.1,2.1,1.9,20,1,333,443,75.2,30,3,9
"194","Premier League","2022-10-16","Premier League (Matchweek 11)","Liverpool","4-2-3-1",1,2.1,"Mohamed Salah · 76&rsquor;","3","0","Manchester City","3-4-3",0,1,"","1","0","https://fbref.com/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League","Manchester City","Away",990,0,0,0,0,16,6,1,0,871,20,7,16,1,1,0.9,30,0,646,751,86,52,8,18
"195","Premier League","2022-10-18","Premier League (Matchweek 12)","Brighton & Hove Albion","3-4-3",0,1.7,"","3","0","Nottingham Forest","4-3-3",0,0.1,"","1","0","https://fbref.com/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League","Brighton & Hove Albion","Home",990,0,0,0,0,19,7,3,0,778,11,7,12,1.7,1.7,1.3,35,0,578,682,84.8,36,2,14
"196","Premier League","2022-10-18","Premier League (Matchweek 12)","Brighton & Hove Albion","3-4-3",0,1.7,"","3","0","Nottingham Forest","4-3-3",0,0.1,"","1","0","https://fbref.com/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League","Nottingham Forest","Away",990,0,0,0,0,3,0,1,0,399,13,9,13,0.1,0.1,0.1,6,0,202,296,68.2,9,4,11
"197","Premier League","2022-10-18","Premier League (Matchweek 12)","Crystal Palace","4-3-3",2,1.2,"Eberechi Eze · 47&rsquor; Wilfried Zaha · 70&rsquor;","3","0","Wolverhampton Wanderers","4-2-3-1",1,0.8,"Adama Traoré · 31&rsquor;","1","0","https://fbref.com/en/matches/60705c6d/Crystal-Palace-Wolverhampton-Wanderers-October-18-2022-Premier-League","Crystal Palace","Home",990,2,2,0,0,14,4,3,0,608,23,11,8,1.2,1.2,1.1,27,4,392,490,80,31,11,24
"198","Premier League","2022-10-18","Premier League (Matchweek 12)","Crystal Palace","4-3-3",2,1.2,"Eberechi Eze · 47&rsquor; Wilfried Zaha · 70&rsquor;","3","0","Wolverhampton Wanderers","4-2-3-1",1,0.8,"Adama Traoré · 31&rsquor;","1","0","https://fbref.com/en/matches/60705c6d/Crystal-Palace-Wolverhampton-Wanderers-October-18-2022-Premier-League","Wolverhampton Wanderers","Away",990,1,1,0,0,10,4,1,0,584,29,9,15,0.8,0.8,0.6,19,2,363,463,78.4,27,4,13
"199","Premier League","2022-10-19","Premier League (Matchweek 12)","Bournemouth","3-4-3",0,1,"","1","0","Southampton","4-4-2",1,1,"Che Adams · 9&rsquor;","3","0","https://fbref.com/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League","Bournemouth","Home",990,0,0,0,0,15,3,1,0,678,13,8,15,1,1,1,28,0,469,581,80.7,34,4,14
"200","Premier League","2022-10-19","Premier League (Matchweek 12)","Bournemouth","3-4-3",0,1,"","1","0","Southampton","4-4-2",1,1,"Che Adams · 9&rsquor;","3","0","https://fbref.com/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League","Southampton","Away",990,1,1,0,0,9,3,3,0,629,23,9,16,1,1,0.9,16,2,399,502,79.5,18,5,13
"201","Premier League","2022-10-19","Premier League (Matchweek 12)","Brentford","3-5-2",0,1.3,"","0","0","Chelsea","3-5-1-1",0,0.9,"","0","0","https://fbref.com/en/matches/b7a32aeb/Brentford-Chelsea-October-19-2022-Premier-League","Brentford","Home",990,0,0,0,0,8,5,0,0,477,19,10,9,1.3,1.3,1,14,0,251,365,68.8,22,2,12
"202","Premier League","2022-10-19","Premier League (Matchweek 12)","Brentford","3-5-2",0,1.3,"","0","0","Chelsea","3-5-1-1",0,0.9,"","0","0","https://fbref.com/en/matches/b7a32aeb/Brentford-Chelsea-October-19-2022-Premier-League","Chelsea","Away",990,0,0,0,0,14,5,0,0,815,17,6,9,0.9,0.9,0.8,26,0,586,698,84,39,5,21
"203","Premier League","2022-10-19","Premier League (Matchweek 12)","Liverpool","4-4-2",1,1.7,"Darwin Núñez · 22&rsquor;","0","0","West Ham United","4-4-2",0,1.7,"","0","0","https://fbref.com/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League","Liverpool","Home",990,1,1,0,0,22,7,0,0,745,13,8,8,1.8,1.8,1,34,2,536,639,83.9,41,6,12
"204","Premier League","2022-10-19","Premier League (Matchweek 12)","Liverpool","4-4-2",1,1.7,"Darwin Núñez · 22&rsquor;","0","0","West Ham United","4-4-2",0,1.7,"","0","0","https://fbref.com/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League","West Ham United","Away",990,0,0,0,1,7,2,0,0,647,15,8,17,1.8,1.1,0.9,16,0,442,551,80.2,23,9,17
"205","Premier League","2022-10-19","Premier League (Matchweek 12)","Newcastle United","4-3-3",1,1.5,"Miguel Almirón · 31&rsquor;","2","0","Everton","4-3-3",0,0.2,"","4","0","https://fbref.com/en/matches/e6674f8d/Newcastle-United-Everton-October-19-2022-Premier-League","Newcastle United","Home",990,1,1,0,0,16,4,2,0,540,21,9,8,1.5,1.5,1.2,30,2,337,442,76.2,31,2,10
"206","Premier League","2022-10-19","Premier League (Matchweek 12)","Newcastle United","4-3-3",1,1.5,"Miguel Almirón · 31&rsquor;","2","0","Everton","4-3-3",0,0.2,"","4","0","https://fbref.com/en/matches/e6674f8d/Newcastle-United-Everton-October-19-2022-Premier-League","Everton","Away",990,0,0,0,0,1,0,4,0,549,18,7,15,0.2,0.2,0.2,1,0,350,458,76.4,18,7,18
"207","Premier League","2022-10-19","Premier League (Matchweek 12)","Manchester United","4-2-3-1",2,1.5,"Fred · 47&rsquor; Bruno Fernandes · 69&rsquor;","1","0","Tottenham Hotspur","3-5-2",0,0.6,"","0","0","https://fbref.com/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League","Manchester United","Home",990,2,1,0,0,28,10,1,0,732,17,7,15,1.6,1.6,1.4,50,4,520,618,84.1,26,7,17
"208","Premier League","2022-10-19","Premier League (Matchweek 12)","Manchester United","4-2-3-1",2,1.5,"Fred · 47&rsquor; Bruno Fernandes · 69&rsquor;","1","0","Tottenham Hotspur","3-5-2",0,0.6,"","0","0","https://fbref.com/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League","Tottenham Hotspur","Away",990,0,0,0,0,9,2,0,0,668,12,17,19,0.6,0.6,0.6,17,0,471,571,82.5,21,6,13
"209","Premier League","2022-10-20","Premier League (Matchweek 12)","Fulham","4-2-3-1",3,2.1,"Harrison Reed · 36&rsquor; Aleksandar Mitrovic (P) · 68&rsquor; Tyrone Mings (OG) · 83&rsquor;","0","0","Aston Villa","4-3-2-1",0,1.2,"Douglas Luiz · 62&rsquor;","2","1","https://fbref.com/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League","Fulham","Home",990,2,0,1,1,17,6,0,0,617,12,2,11,2.1,1.4,0.9,30,3,439,531,82.7,28,1,12
"210","Premier League","2022-10-20","Premier League (Matchweek 12)","Fulham","4-2-3-1",3,2.1,"Harrison Reed · 36&rsquor; Aleksandar Mitrovic (P) · 68&rsquor; Tyrone Mings (OG) · 83&rsquor;","0","0","Aston Villa","4-3-2-1",0,1.2,"Douglas Luiz · 62&rsquor;","2","1","https://fbref.com/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League","Aston Villa","Away",961,0,0,0,0,12,6,2,1,451,14,5,17,1.2,1.2,0.8,23,0,264,353,74.8,13,4,12
"211","Premier League","2022-10-20","Premier League (Matchweek 12)","Leicester City","4-1-4-1",2,0.8,"Robin Koch (OG) · 16&rsquor; Harvey Barnes · 35&rsquor;","2","0","Leeds United","4-2-3-1",0,1.3,"","1","0","https://fbref.com/en/matches/6356af5a/Leicester-City-Leeds-United-October-20-2022-Premier-League","Leicester City","Home",990,1,1,0,0,5,1,2,0,615,26,5,19,0.8,0.8,0.7,8,2,384,495,77.6,24,5,19
"212","Premier League","2022-10-20","Premier League (Matchweek 12)","Leicester City","4-1-4-1",2,0.8,"Robin Koch (OG) · 16&rsquor; Harvey Barnes · 35&rsquor;","2","0","Leeds United","4-2-3-1",0,1.3,"","1","0","https://fbref.com/en/matches/6356af5a/Leicester-City-Leeds-United-October-20-2022-Premier-League","Leeds United","Away",990,0,0,0,0,14,2,1,0,678,30,12,9,1.3,1.3,1.2,23,0,443,570,77.7,29,4,19
"213","Premier League","2022-10-22","Premier League (Matchweek 13)","Nottingham Forest","4-3-3",1,1.9,"Taiwo Awoniyi · 55&rsquor;","2","0","Liverpool","4-4-2",0,1.6,"","1","0","https://fbref.com/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League","Nottingham Forest","Home",990,1,0,0,0,10,7,2,0,394,19,8,15,1.9,1.9,1.4,16,1,157,256,61.3,8,6,13
"214","Premier League","2022-10-22","Premier League (Matchweek 13)","Nottingham Forest","4-3-3",1,1.9,"Taiwo Awoniyi · 55&rsquor;","2","0","Liverpool","4-4-2",0,1.6,"","1","0","https://fbref.com/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League","Liverpool","Away",990,0,0,0,0,15,7,1,0,853,14,4,8,1.7,1.7,1.5,27,0,641,758,84.6,56,5,13
"215","Premier League","2022-10-22","Premier League (Matchweek 13)","Everton","4-2-3-1",3,1.4,"Dominic Calvert-Lewin · 11&rsquor; Anthony Gordon · 63&rsquor; Dwight McNeil · 84&rsquor;","3","0","Crystal Palace","4-1-4-1",0,0.9,"","4","0","https://fbref.com/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League","Everton","Home",990,3,2,0,0,9,6,3,0,540,26,7,13,1.6,1.6,0.5,13,5,342,429,79.7,13,5,12
"216","Premier League","2022-10-22","Premier League (Matchweek 13)","Everton","4-2-3-1",3,1.4,"Dominic Calvert-Lewin · 11&rsquor; Anthony Gordon · 63&rsquor; Dwight McNeil · 84&rsquor;","3","0","Crystal Palace","4-1-4-1",0,0.9,"","4","0","https://fbref.com/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League","Crystal Palace","Away",990,0,0,0,0,9,2,4,0,599,20,2,12,0.9,0.9,0.8,17,0,415,499,83.2,19,4,13
"217","Premier League","2022-10-22","Premier League (Matchweek 13)","Manchester City","4-3-3",3,1.6,"Erling Haaland · 22&rsquor; Erling Haaland (P) · 43&rsquor; Kevin De Bruyne · 75&rsquor;","1","0","Brighton & Hove Albion","3-4-1-2",1,0.5,"Leandro Trossard · 53&rsquor;","3","0","https://fbref.com/en/matches/cd5cd3f0/Manchester-City-Brighton-and-Hove-Albion-October-22-2022-Premier-League","Manchester City","Home",990,3,2,1,1,9,3,1,0,554,14,8,12,1.6,0.8,0.8,20,6,384,471,81.5,23,6,14
"218","Premier League","2022-10-22","Premier League (Matchweek 13)","Manchester City","4-3-3",3,1.6,"Erling Haaland · 22&rsquor; Erling Haaland (P) · 43&rsquor; Kevin De Bruyne · 75&rsquor;","1","0","Brighton & Hove Albion","3-4-1-2",1,0.5,"Leandro Trossard · 53&rsquor;","3","0","https://fbref.com/en/matches/cd5cd3f0/Manchester-City-Brighton-and-Hove-Albion-October-22-2022-Premier-League","Brighton & Hove Albion","Away",990,1,1,0,0,8,2,3,0,597,16,9,7,0.5,0.5,0.4,14,2,427,519,82.3,21,6,17
